product_id,product_name,aisle_id,department_id
9210,Fresh Whole Chicken,49,12
9217,Cold Brew Coffee With Coconut Milk,26,7
9224,Gluten-Free Supergrain Pasta Elbows,131,9
9225,Selects Turkey Hot Dogs,106,12
9233,Saltines,78,19
9239,Buttermilk Biscuits Value Pack,105,13
9252,Signature Recipes Four Cheese Alfredo Pasta Sauce,9,9
9284,All Natural Classic Guacamole Snack,67,20
9290,Country Cheddar Bowl,38,1
9292,Half And Half Ultra Pasteurized,84,16
9297,Chocolate Rice Crisps,78,19
9314,Marketplace Ricotta Cheese and Spinach Ravioli,38,1
9322,Gluten Free The Perfect 10 Crackers,78,19
9324,Organic Apricots,117,19
9327,Garlic Powder,104,13
9337,Purity Farms Ghee Clarified Butter,36,16
9339,Organic Chicken & Apple Sausage,106,12
9340,Homestyle Classics Meatloaf,38,1
9360,Pepperoni Pizza Frozen Sandwiches,129,1
9364,Mild Green Chile Enchilada Sauce,30,6
9365,French Demi Baguette,112,3
9366,Penne Rigate #41 Pasta,131,9
9385,Hazelnut Bite Size Wafer Cookies,61,19
9387,Granny Smith Apples,24,4
9390,Frozen Peaches,116,1
9405,Calcium Enriched 100% Lactose Free Fat Free Milk,91,16
9409,Dry Roasted Peanuts,117,19
9411,Unsweetened Iced Coffee,26,7
9421,Organic Raw Multigreen Kobmbucha,31,7
9422,Hummus,67,20
9424,Organic Saltine Baked Cracker Classic Crackers,78,19
9444,Original Tortilla Strips,107,19
9472,Organic Red Cherry Tomato,83,4
9477,Medium Cheddar Cheese,21,16
9486,Olive Oil & Garlic Pasta Sauce,9,9
9493,Seasoned Croutons,89,13
9494,Eucalyptus Essential Oil,101,17
9510,Chicken Breast Tenders,35,12
9513,Light Champagne Dressing,89,13
9515,Natural Classic Pork Breakfast Sausage,52,1
9520,Onion Soup Mix,69,15
9521,Organic Whole O's Gluten Free Cereal,121,14
9532,Twilight Delight 72% Cacao Intense Dark Squares,45,19
9550,Ancient Grain Original Granola,57,14
9551,Natural Chunky Peanut Butter,88,13
9554,Mocha Almond Fudge Minis Almond Milk Frozen Dessert,37,1
9584,Low Sodium Original 100% Vegetable Juice,98,7
9585,Thin Sliced Oven Roasted Turkey Breast,96,20
9594,Cumin,104,13
9595,Organic Homestyle Mini Waffles,52,1
9598,Gogo Squeez Organic Apple Strawberry Applesauce on the Go,99,15
9601,Organic Yellow Onions,83,4
9604,Hibiscus Organic Raw Kombucha,31,7
9605,Reese Puffs,121,14
9618,Wild Berry Sparkling Energy Water,64,7
9623,Sparkling Natural Spring Water,115,7
9634,Light Butter Microwave Popcorn,23,19
9637,Black Forest Berry Caffeine-Free Tea,94,7
9641,"Action Pacs, Fresh Scent with Dawn",74,17
9647,Beef Flavor Top Ramen,66,6
9662,MRS MEYERS   12.5OZ HANDSOAP RHUBAR,25,11
9666,Country Morning White Bread,112,3
9681,Chicken Tikka Masala with Cumin Infused Basmati Rice Frozen Meal,38,1
9689,Whole Hearts of Palm,81,15
9694,Hickory Ham & Cheddar in a Croissant Crust,38,1
9721,Steamfresh Protein Italian Style,116,1
9739,Freeze Dried Instant Coffee,26,7
9743,Real Vegetable Chips Original Sea Salt Non GMO,107,19
9755,Original Popcorn,23,19
9759,Cabernet Marinara w/ Herbs Pasta Sauce,9,9
9762,"Freshly Made. Filled with Creamy Ricotta, Aged Parmesan and Romano Cheeses Mixed Cheese Tortellini",12,9
9766,Avocado Oil Himalayan Salt Chips,107,19
9774,Cheesy Italian Shells Hamburger Helper,4,9
9779,Shepherd's Pie,38,1
9786,Organic Whole Wheat Pita,112,3
9788,Himalayan Fine Pink Salt,104,13
9804,Four Cheese Pizza,79,1
9825,Organic Multigrain Waffles,52,1
9827,Southern Style Real Brewed Sweet Tea,94,7
9837,Original Cooking Spray,19,13
9838,Salted Whipped Butter,36,16
9839,Organic Broccoli,83,4
9848,Balsamic Reduction Traditional Balsamic,72,13
9860,"Chips, Kale & Chia, Sea Salt",50,19
9862,Cold Pressed Fuji Apple Juice,31,7
9871,Beef Loin New York Strip Steak,122,12
9875,Creamed Chipped Beef,38,1
9901,Original Strawberry Banana Yogurt,120,16
9905,Pita Crackers Garlic 'n Chive,78,19
9906,Cauliflower Orange,83,4
9913,Garden Vegetable Salad Roll,13,20
9934,Organic Australian Style Vanilla Lowfat Yogurt,120,16
9955,Unsweetened Organic Coconut Milk,91,16
9964,Superfood Dark Chocolate and Peanut Butter Seedbar,3,19
9972,Pearl Regular Absorbency Unscented Tampons,126,11
9996,Less Sodium Soy Sauce,66,6
10005,"Potstickers, Organic, Pork & Vegetable",129,1
10017,Tilapia Filet,39,12
10032,Cola Soft Drink,77,7
10036,"Mighty 4 Kale, Strawberry, Amaranth & Greek Yogurt Tots Snack",92,18
10040,Can Opener,10,17
10048,Fresh Sheep Milk Basket Ricotta,21,16
10060,Original BBQ Sauce,72,13
10070,Organic 1% Low Fat Milk,84,16
10082,Multigrain Cereal,121,14
10096,Corn Meal Pizza Crust,58,1
10106,Honey & Maple Turkey Breast,96,20
10108,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,24,4
10110,Organic Sumac,104,13
10112,Baby Mum-Mum Organic Rice Rusks Original,92,18
10129,Swiss Muesli,121,14
10132,Organic American Cheese Singles,21,16
10145,Simple Favorites Chicken Enchilada Suiza,38,1
10151,Bolthouse Baby Carrots,123,4
10163,Roasted Red Pepper Hommus,67,20
10177,German Barrel Sauerkraut,110,13
10180,Popped Salted Caramel Granola Bars,3,19
10193,Shredded Carrots,123,4
10197,Chicken Meatballs Spicy Mango & Jalapeno,7,12
10212,Everything Inside Bagels,93,3
10240,Kettle Style Sweet Maui Onion Potato Chips,107,19
10241,Powdered Confectioners Sugar,17,13
10243,Parchment Paper,85,17
10246,Organic Celery Hearts,83,4
10248,Kosher Dill Pickles,110,13
10258,Pistachios,117,19
10300,Glazed Chicken,38,1
10305,Black Plum,24,4
10310,Wheat Thins Original,78,19
10312,Zen Tea,94,7
10321,Grands! Flaky Layers Buttermilk Biscuits,105,13
10322,Organic Pineapple Coconut Water,98,7
10326,Organic Fuji Apples,24,4
10333,Rice Krispies Treats Original Crispy Marshmallow Squares,61,19
10336,Organic Turbinado Sugar,17,13
10339,Unsweetened Blackberry Water,115,7
10341,Organic Honey Green Tea Drink,94,7
10343,Teriyaki Chicken Bowl,38,1
10350,Cosmic Brownies With Chocolate Chip Candy,61,19
10374,Flip Peanut Butter Dream Greek Yogurt,120,16
10383,Chicken Flavored Rawhide Chip Dog Bones,40,8
10385,Organic English Cucumber,83,4
10386,Au Jus Gravy Mix,5,13
10409,Essentials Organic Green Delight Juice,98,7
10437,Apple Sauce Original,99,15
10441,Dry Roasted Almonds,117,19
10442,Low Fat Madagascar Vanilla Kefir Probiotic Cultured Milk Smoothie,120,16
10445,Decaffeinated French Roast Coffee,23,19
10451,Traditional Olive Tapenade,51,13
10453,Double Caramel Ice Cream Bars,37,1
10460,Original Crumbled Goat Cheese,21,16
10469,Brown Rice Pasta Shells,131,9
10473,Half And Half Cream,53,16
10492,Coconut Milk,66,6
10500,Cool Mint® Antiseptic Adult Mouthwash,20,11
10504,Yukon Gold Potatoes 5lb Bag,83,4
10509,Organic Animal Crackers,78,19
10521,Carb Balance Small Fajita Whole Wheat Tortillas,128,3
10544,Heavy Duty Scour Pads - 3 CT,114,17
10549,Grands! Flaky Layers Butter Tastin' Biscuits,105,13
10551,Banana Bread Fruit & Nut Bar,3,19
10558,Organic Peanut Butter Granola,57,14
10565,Mellow White Miso,66,6
10568,Plain Bread Crumbs,5,13
10599,Premium English Breakfast Black Tea Bags,94,7
10603,93% Ground Beef,122,12
10606,Organic Teriyaki Seaweed,50,19
10612,Gluten Free Pancake and Baking Mix,130,14
10613,Cut & Peeled Baby Carrots,123,4
10620,Multi Use Wood Cleaner Oil Soap With Orange Oil,114,17
10621,Organic Purple Kale,83,4
10644,Italian Extra Virgin Olive Oil,19,13
10662,Cheese Pizza In A Pocket Sandwich,38,1
10666,Organic 100% Pure Honey,29,13
10673,Original Nooks & Crannies English Muffins,93,3
10685,Organic Fudge Bars,37,1
10695,Fettuccine Alfredo Pasta,4,9
10706,Pizza,107,19
10711,Chopped Basil,116,1
10735,Peach Pie,119,1
10749,Organic Red Bell Pepper,83,4
10753,Peanut Butter Bar,3,19
10755,Peanut Butter & Grape Jelly Sandwiches,119,1
10761,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,120,16
10765,Organic Watercress,83,4
10768,Organic Raspberry Lowfat Yogurt,120,16
10776,Au Gratin Potatoes,4,9
10781,Coconut Milk Nourishing Shampoo,22,11
10782,Spot's Stew Wild Salmon Recipe Cat Food,41,8
10798,Organic Salted Individually Wrapped Quarters Butter,36,16
10807,Wild Arugula Salad,123,4
10813,Jumbo Ranch Sunflower Seeds,117,19
10814,Applewood Smoked Bacon,106,12
10823,Original Velveeta Cheese,21,16
10831,Yobaby Organic Plain Yogurt,120,16
10834,Organic Butter Beans,59,15
10840,Blueberry Crisp Energy Bar,3,19
10863,Grain Free Turkey & Salmon Formula Cat Food,41,8
10869,Total All Purpose Grease Cutting Lemon Cleanser,114,17
10895,Mexican Finely Shredded Cheese,21,16
10912,Lowfat Vanilla Yogurt,120,16
10919,Original Meatballs,34,1
10921,Turkey sausage with egg whites and reduced fat cheese on an English muffin Turkey Sausage English Muffin,52,1
10941,Chocolate Chunk Brownie,61,19
10957,Fridge Pack Cola,77,7
10960,Nutritional Yeast Seasoning,104,13
10978,Organic Tomato Puree,81,15
10983,Organic Lightly Salted Butter,36,16
10990,Rich & Hearty Creamy Roasted Chicken Wild Rice Soup,69,15
10995,Baked Beans with Tomato Sauce,59,15
11005,Organic Cream Cheese Bar,108,16
11009,Apple Apple Applesauce On The Go Pouches,99,15
11014,Cool Ranch Tortilla Chips,107,19
11022,Mini Peppers,123,4
11042,Fish Fry Seafood Breading Mix,5,13
11046,Humboldt Fog,2,16
11068,Medium Cheddar Cheese Block,21,16
11071,MATZO BALL MIX,33,6
11072,Traditionally Crafted Soba Pasta,66,6
11076,Banana Nut Bread Energy Bar,3,19
11078,Macaroni Elbows,131,9
11079,1500 Pale Ale,27,5
11090,Organic Fat Free Cottage Cheese,21,16
11097,Chipotle Pepprs in Adobo Sauce,30,6
11109,Organic 4% Milk Fat Whole Milk Cottage Cheese,108,16
11116,Organic Panama Extra Dark Chocolate,105,13
11121,Original Whipped Topping,119,1
11123,Vitamin Water Zero Squeezed Lemonade,64,7
11128,Pure Breeze Super Odor Killer Gel Air Freshener,101,17
11130,Single Serve Crispy Wheat Crackers,78,19
11131,Hot Taco Lawry's Spices & Seasonings,5,13
11136,Organic Low Sodium Chicken Cooking Stock,69,15
11140,Organic Romaine Leaf,123,4
11143,Defense Up Cold Pressed Fruit Smoothie,31,7
11148,Sparkling Cranberry Juice,77,7
11152,Eggplant Large,83,4
11168,Cheese Pizza Toaster Pops,38,1
11182,Baby Spinach,123,4
11187,Revel Berry Yerba Mate,94,7
11193,Ancient Grain Blueberry Hemp Granola,57,14
11195,Unsweet Strawberry Kiwi Sparkling Water,115,7
11199,Organic California Sushi Rice,63,9
11204,Pull Up's Boy's Nighttime Training Pants Size 2T 3T Jumbo Pack,100,21
11210,Extra Large Grade A Eggs,86,16
11212,Apple Blueberry Fruit Yogurt Smoothie,92,18
11223,Mild Major Grey Chutney,76,6
11229,Spinach Veggie Dip,67,20
11233,100% Whole Wheat Pre-Sliced Sandwich Thins,43,3
11234,Crystal Flakes Sea Salt,104,13
11249,Nacho Cheese & Bean Snacks,129,1
11250,Organic Hot Salsa,51,13
11257,Seasoned Squid Salad,13,20
11262,Extra Thick Whole Grain Rolled Oats,130,14
11265,100% Natural Diced Tomatoes,81,15
11266,Dried Mangos,117,19
11281,Double Stuf Oreo Sandwich Cookies,61,19
11303,Herbal Popcorn,23,19
11314,Chicken Vindaloo with Basmati Rice,38,1
11323,Medium Roast Extra Bold K-Cup Packs Coffee,26,7
11347,Men's Ultra Sensitive with Colloidal Oatmeal Shave Gel,55,11
11348,Cocktail Sauce,72,13
11352,Organic Mini Sandwich Crackers Peanut Butter,78,19
11361,Pure Almond Unsweetened Original Almond Milk,91,16
11365,Leaf Spinach,32,4
11387,Fire Roasted Tomato & Garlic Sauce,9,9
11390,Bathroom Tissue Rolls,54,17
11398,Cherry Cola,77,7
11399,Unsweetened Pear Essence Water,115,7
11408,Crushed Tomatoes,81,15
11418,Malt Vinegar,19,13
11421,Moroccan Mint Herbal Tea,94,7
11422,Plain Greek Yogurt,120,16
11440,Chicken Breast Tenders Breaded,129,1
11447,Chorizo Seitan,14,20
11448,Strained Non Fat Orange & Ginger Yogurt,120,16
11452,Honey Dijon Potato Chips,107,19
11453,Almond Crunch Meal Bar,3,19
11461,White Corn Tortillas,128,3
11462,Organic Sugar Ice Cream Cones,103,19
11463,Honey Ham,96,20
11499,Organic Lowfat Black Cherry Yogurt,120,16
11512,Honey Yoghurt,120,16
11513,1 Apple + 1 Pear Fruit Bar,3,19
11520,Large Alfresco Eggs,86,16
11526,Napa Cabbage,83,4
11534,Organic After Dark Chocolate Frozen Nonfat Yogurt,37,1
11535,First Quality Bamboo Round Tooth Picks,111,17
11543,Vanilla Protein Protein Shake,31,7
11563,Premium Romaine,123,4
11576,Corn Chips,107,19
11586,Chunks In Heavy Syrup Pineapple,99,15
11595,Tomato On The Vine,83,4
11613,Frosted Sugar Cookies,8,3
11615,Original Prepared Cheese Product,21,16
11629,Classic Meatless Meatballs,14,20
11631,Mixed Berry Lowfat Yogurt,120,16
11642,Dark Chocolate Squares With Raspberry Filling,45,19
11662,Organic Green Kale,83,4
11666,Brown Jasmine Rice,4,9
11676,Midnight Reverie Intense Dark Chocolate,45,19
11679,Deli Fresh Rotisserie Seasoned Chicken Breast,96,20
11699,Crunch Chocolate Peanut Butter Granola Bar,3,19
11703,Clams Minced In Clam Juice,95,15
11712,Cage Free Large White Eggs,86,16
11720,Green Beans And Brown Rice Stage 2 Baby Food,92,18
11734,Breaded Popcorn Turkey Dogs,38,1
11737,Organic Lemon Lowfat Yogurt,120,16
11740,Boneless Skinless Thighs,35,12
11741,Organic Fuel High Protein Chocolate Shake,65,11
11749,French Vanilla Liquid Coffee Creamer,53,16
11758,Arrowroot Starch/Flour,17,13
11759,Organic Simply Naked Pita Chips,107,19
11777,Red Raspberries,123,4
11782,Bing Cherries,24,4
11790,Natural Vanilla Marshmallows,17,13
11815,Cashew Cookie Fruit & Nut Bar,3,19
11819,Laundry Detergent Free & Clear,75,17
11827,Chunky Medium Salsa,51,13
11845,100% Mango Juice,98,7
11859,Red Pepper,83,4
11865,Light & Lean Spaghetti Italiano with Meatless Meatballs,38,1
11896,Organic Ice Cream Chocolate Chocolate Chip,37,1
11899,Drumstick Crunch Dipped Vanilla Fudge/Vanilla Caramel/Vanilla Frozen Dairy Dessert Cones,37,1
11913,Shelled Pistachios,117,19
11919,"Tender white meat chicken in a red chile lime sauce with a medley of roasted corn, peppers, and rice Chile Lime Chicken",38,1
11925,Total 2% with Raspberry Pomegranate Lowfat Greek Strained Yogurt,120,16
11933,Grated Parmigiano Reggiano,2,16
11937,Mixed Berries,123,4
11941,"Tortillas, Corn, Organic",128,3
11945,Organic Gluten & Wheat Free Homestyle Waffles,52,1
11950,Madagascar Vanilla Ice Cream,37,1
11951,Singles Deep Dish Meat Trio Pizzas,79,1
11972,Black Cherry Dairy-Free Yogurt Alternative,120,16
11983,Simply 100 Strawberry Blended Non-Fat Greek Yogurt,120,16
11984,Clean Day Fabric Softener Lavender Scent,75,17
12000,Baked Organic Sea Salt Crunchy Pea Snack,72,13
12004,Organic Colorado Cracked Wheat Bread,112,3
12007,Organic All Day Fresh Deodorant Lavender,80,11
12013,Pinot Noir,28,5
12015,Asparagus Spears,83,4
12016,Organic Bran Flakes Cereal,121,14
12020,"Mighty 4 Sweet Potato, Blueberry, Millet & Greek Yogurt Tots Snack",92,18
12023,Toasted Coconut Chips Original Recipe,117,19
12029,Unfrosted Strawberry Toaster Pastries,48,14
12033,Raspberries Dark Chocolate Bar,45,19
12036,Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne,131,9
12053,Panama Peach Antioxidant Infusion,31,7
12057,"Fresh Pasta Sauce, Marinara Sauce",9,9
12069,Organic Campari Cocktail Tomatoes,123,4
12075,Spicy Hummus,67,20
12078,Shredded Mexican Blend Cheese,21,16
12080,Sourdough Cracked Wheat Bread,112,3
12086,"Antibacterial Kitchen All Purpose Spray Cleaner, Lemon Fresh",114,17
12087,Chicken Flavor Ramen Noodle Soup,4,9
12089,Citrus + Mint Soap,25,11
12099,Honey Greek Yogurt,120,16
12108,Kiwi Strawberry with Electrolytes & Vitamins Water Beverage,64,7
12113,Corn Starch,17,13
12124,Organic Strawberry Greek Yogurt,120,16
12125,Organic Peace Pasta & Parmesan Macaroni & Cheese,4,9
12129,12 Oz Lager,27,5
12140,Diet Soda,77,7
12145,Tofu Miso Ramen,66,6
12162,Miso Soup Bowl,66,6
12163,Organic Coconut Bliss Frozen Dessert,37,1
12168,Hickory Smoke Barbecue Sauce,5,13
12181,3mg Melatonin Dietary Supplement Tablets - 240 CT,6,2
12193,100% Florida Orange Juice,98,7
12196,Chicken Quesadilla,13,20
12204,Vegetable Medley,116,1
12206,Basil Pesto,9,9
12209,Infusions Ultra Downy® Infusions™ Lavender Serenity™ Liquid Fabric Conditioner 41 FL Oz Fabric Enhancers,75,17
12218,Classic Wheat Bread,112,3
12232,Original Diced Tomatoes & Green Chilies,81,15
12247,Cranberry Zero Soda,77,7
12250,EF California White Basmati Eco-Farmed 2 lb Rice,63,9
12253,90 Calorie Chocolate Chip Cookie,48,14
12254,Organic Cherries,123,4
12258,Organic White English Muffins,93,3
12276,Chocolate Chip Cookie Dough Ice Cream,37,1
12285,Chunk Light Tuna in Water Pouch,95,15
12302,"Sparkling Water, Natural Mango Essenced",115,7
12312,Lavender Hand Soap,25,11
12315,Dairy Free Hazelnut Coconut Milk Creamer,91,16
12318,Multivitamin/Multimineral Supplement Tablets for Women,47,11
12320,Organic Italian Herb Pasta Sauce,9,9
12323,Fresh Cut Cream Style Golden Sweet Corn,81,15
12324,Indian Paneer Tikka,38,1
12330,Champagne Vinaigrette,89,13
12339,Traditional Pasta Sauce,9,9
12341,Hass Avocados,32,4
12357,Purple Cauliflower,83,4
12358,Hamburger Dill Chips,110,13
12381,Bowls Tortilla Casserole & Black Beans,42,1
12384,Organic Lactose Free 1% Lowfat Milk,91,16
12391,Veggie Rice and Corn Puffs,107,19
12392,Organic Love Crunch Granola Dark Chocolate & Red Berries,57,14
12395,Plain Goat Milk Yogurt,120,16
12397,Earl Grey Tea Bags,94,7
12401,Love Herbal Tea,94,7
12403,Original Mashed Potatoes,4,9
12404,Organic Mild Barbecue Sauce,5,13
12409,Organic Distilled White Vinegar,19,13
12419,Organic Sage,16,4
12427,Original Beef Jerky,23,19
12429,Hawaiian Aloha HE Liquid Detergent,75,17
12432,Tartar Sauce,72,13
12440,California Lemonade,31,7
12442,Basil Dish Soap,74,17
12448,Original Dish Liquid,74,17
12456,Organic Sunday Bacon,106,12
12468,TofuPlus Black Soybean Organic Firm Tofu,66,6
12477,Vanilla Dairy-Free Yogurt,120,16
12481,Oreo Chocolate Sandwich Cookies,61,19
12492,Baby Food Pears Squash,92,18
12496,Radish,83,4
12500,Organic Gluten Free Selections Dark Chocolate Chip Waffles - 6 CT,52,1
12513,Light Strawberries 'n Bananas Fat Free Yogurt,120,16
12545,French Vanilla Coconut Milk Creamer,91,16
12554,Jolly Rancher,37,1
12564,Rigatoni Pasta,131,9
12572,6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS,78,19
12576,Kiwi Sandia Sparkling Water,115,7
12583,Organic Gold Beets,83,4
12590,Baby Wash & Shampoo,102,18
12597,Organic Bakery Tortillas Whole Spelt,128,3
12604,Deli Fresh Mesquite Smoked Turkey Breast Family Size,96,20
12606,100% Natural Spring Water,115,7
12614,Yellow Grape Tomatoes,83,4
12615,Sparking Apple Cider,77,7
12616,Certified Organic Oranges,123,4
12620,Garlic Bread,112,3
12622,Spicy Marinara Pasta Sauce,9,9
12673,Aloe Oatmeal Soap Bar,25,11
12674,Cocoa Noir Cold Brew Coffee With Almondmilk,31,7
12679,Peppercorn Medley Grinder,104,13
12683,Dry Roasted 100 Calorie Packs Almonds,117,19
12686,Organic Jalapeno Cilantro Hummus,67,20
12701,Unfrosted Buncha Blueberries Toaster Pastries 6 Count,48,14
12703,Organic Mung-Bean Sprouts,123,4
12720,Light Spread Butter Substitute,36,16
12745,"Yogurt, Lowfat, Strawberry",120,16
12754,Organic Stage 2 Pear Apricot Barley Baby Food,92,18
12756,Multigrain Oat Bread,112,3
12771,Organic Tomato,83,4
12779,Spaghetti Squash,83,4
12785,Deluxe Original Cheddar Macaroni & Cheese Dinner,4,9
12797,Organic Whole Peeled Tomatoes,81,15
12803,Classic Candy Corn Made With Real Honey,45,19
12807,Organic Gunpowder Green Tea,94,7
12817,Original Baked Whole Grain Wheat Crackers,78,19
12820,Organic Fruit Yogurt Smoothie Mixed Berry,92,18
12822,Pureed Baby Food Strawberries Carrots,92,18
12845,Chopped Walnuts,117,19
12855,Compleats Turkey & Dressing,4,9
12857,Mint Chocolate Chip High Protein Bar,3,19
12858,Pecan Pie Fruit & Nut Food Bar,3,19
12863,"Bread, Double Fiber",112,3
12870,Citrus Soda,77,7
12872,Penne Rigate,131,9
12879,Rotisserie Deli Shave Chicken Breast,96,20
12894,Honey Nut Chex Cereal,121,14
12896,Light Rye Crispbread,78,19
12899,Fresh Mozzarella All-Natural Sliced Cheese,21,16
12911,"Liquid Laundry Detergent, Original scent",75,17
12916,Ginger Ale,77,7
12935,Organic Pasture Raised Brown Eggs,86,16
12938,Complete Maximum Strength Caplets,133,11
12941,Morning Oat Crunch,121,14
12955,"Super Foods/Organic Apples, Spinach, Peas & Broccoli + Super Chia Snack Pouch",92,18
12962,Apricot Preserves,88,13
12974,Organic Horseradish Mustard,72,13
12980,Large Greenhouse Tomato,83,4
12986,Cinnamon Multigrain Cereal,121,14
13005,Grow Well Muscle Baby Food,92,18
13023,"Ice Cream, Dad's Cardamom",37,1
13031,Pizza Roasted Vegetable No Cheese,79,1
13032,Cinnamon Toast Crunch,121,14
13045,Potato Chips Sea Salt & Vinegar,107,19
13049,Nonfat Plain Greek Yogurt,120,16
13059,Cornnuts Ranch,117,19
13060,OTC Acid Reducer,70,11
13062,"Master Brew Kombucha, Pineapple Peach",31,7
13064,Sweet Water Hand Wash,127,11
13076,Crimini Delight Mushrooms,123,4
13082,Organic Pureed Garlic,72,13
13083,Lowfat Small Curd Cottage Cheese,108,16
13108,"Vegetable Oil, Pure & 100% Natural",19,13
13110,Cozy Chamomile Herbal Tea,94,7
13113,Organic Apple Juice Boxes,98,7
13129,"Delifresh Mesquite Turkey Breast, 98% Fat Free, Gluten Free",96,20
13145,Double Zipper Freezer Bags,85,17
13158,Mini Chocolate Chip Cookies,8,3
13159,Beer Battered Fish Fillets,34,1
13166,"Organic Milk Reduced Fat, 2% Milkfat",84,16
13170,"Tangerine 1,000 mg Vitamin C Dietary Supplement",47,11
13176,Bag of Organic Bananas,24,4
13187,Original Chicken Patties,42,1
13194,Chewy Granola Bars Variety Pack,3,19
13198,85% Lean Ground Beef,122,12
13212,Ground Black Pepper,104,13
13219,Organic Unsweetened Plain Soymilk,91,16
13225,Lowfat Milk,84,16
13237,Original Egg Substitute,86,16
13238,"Aloe Vera Gel, Inner Fillet",47,11
13245,"Natural Artesian Water, Mini & Mobile",115,7
13249,Skim Milk,84,16
13251,Organic Chamomile with Lavender Herbal Tea Bags,94,7
13252,Baguette Sourdough,112,3
13255,Family Size Cookie Pack,61,19
13259,Organic Variety Pack,98,7
13260,Winter Mix Vegetable,116,1
13263,Non Fat Acai & Mixed Berries Yogurt,120,16
13269,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,120,16
13280,Unfiltered Extra Virgin Olive Oil,19,13
13287,Bistro Bowl Chicken Caesar Salad,123,4
13292,"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",31,7
13304,Whole Peeled Tomatoes,81,15
13307,"Outlast Invisible Solid, Clear Gel, Completely Clear Deodorant",80,11
13310,Rice Thin Sesame Seed Gluten Free Crackers,78,19
13328,Original Veggie Breakfast Sausage Patties,52,1
13346,Mandarin Liquid Hand Soap,25,11
13351,Total 0% Peach Yogurt,120,16
13368,Organic Cooked Vanilla Pudding & Pie Filling Mix,71,16
13369,Original Berry Flavor  Children's,133,11
13374,"Lubricant /Redness Reliever Eye Drops, Maximum Redness Relief",44,11
13380,Organic Blue Corn Tortilla Chips,107,19
13385,Italian Style Smoked Chicken Sausage With Mozzarella Cheese,106,12
13391,Perfect Pinch Italian Seasoning,104,13
13396,Chicken Corn Chowder Soup,69,15
13409,Dubliner Wedge Pre Cut Cheese,2,16
13418,24 Hour Infection Protection Pain Relief Ointment,118,11
13424,Almonds,45,19
13431,Flaky Biscuits,105,13
13440,Chili Garlic Sauce,66,6
13481,Extra Noodle Soup Mix,69,15
13490,Jalapeno Slices,110,13
13493,Salt-Free Seasoning Blend Garlic & Herb,104,13
13510,Simply Organic Garlic Salt,104,13
13511,Low Fat Strawberry Yogurt Bars,37,1
13512,Organic Smoked Chicken Breast,96,20
13514,Old Fashioned Apple Cider,98,7
13519,Original Cracklebred,78,19
13525,Balsamic Vinegar,19,13
13535,Organic Medium Salsa,51,13
13536,Shredded Parmesan Cheese,21,16
13540,"Fabric Softener Sheets, Outdoor Fresh scent",75,17
13541,100% Whole Wheat Bagels,93,3
13544,3 Color Deli Coleslaw,123,4
13565,No Salt Added Gluten-Free Blue Chips Made with Organic Blue Corn,107,19
13575,Apples,24,4
13577,Peach & Pecan in Milk Chocolate,45,19
13587,Vermont Maple & Sea Salt Microwave Popcorn,23,19
13588,Classic Seasoning with Lime,104,13
13589,Dried Porcini Mushrooms,123,4
13591,Peanut Chocolate Candies,45,19
13598,Soy & Dairy Free Plain Unsweetened Almond Milk Yogurt,100,21
13603,Tarragon Chicken Salad,1,20
13605,Frosted berry Strawberry Toaster Pastries,48,14
13620,Decker Bundle,13,20
13627,English Breakfast Tea Bags,94,7
13629,Organic Snipped Green Beans,83,4
13637,Salt & Vinegar Potato Chips,107,19
13639,Sliced Almonds,17,13
13640,Asian Pears,24,4
13642,Whole Grain Blends Wheat Couscous Roasted Garlic & Olive Oil,4,9
13643,Zero Calorie Lemon Lime Soda,77,7
13646,Lemon Hummus,67,20
13702,Good Seed Organic Thin Sliced Bread,112,3
13708,"Liquid Hand Soap, Refill, Lavender Scent",25,11
13709,Organic Dailt Vitamin Pops,45,19
13712,Cold Brew Coffee Double Espresso with Almond Milk,91,16
13730,Organic Sweet Potatoes,116,1
13733,Red Potatoes,83,4
13740,Organic Summer Strawberry Bunny Fruit Snacks,50,19
13742,Organic Coconut Almond Peanut,3,19
13755,Instant Oatmeal Maple & Brown Sugar,130,14
13768,"Ground Pork, Extra Lean, 4% Fat",7,12
13772,Cherry Garcia Frozen Yogurt,37,1
13779,Carrot Squash & Apple 100% Vegetable & Fruit Puree,92,18
13780,Thyme,16,4
13782,18-in-1 Hemp Pure-Castile Soap Lavender,25,11
13802,Salted Sweet Cream Butter,36,16
13807,Light and Lean Macaroni and Cheese,38,1
13818,Berry Colossal Crunch Cereal,121,14
13822,Super Soft Flour Tortillas,128,3
13829,Mild Salsa,51,13
13834,Ultra Thin Oven Roasted Turkey Breast,96,20
13838,Natural Free & Clear Dish Liquid,74,17
13841,Caffe Verona Dark Keurig Brewed K-Cups Ground Coffee,26,7
