order_id,product_id,add_to_cart_order,reordered
428001,38205,6,0
428001,446,7,0
428001,43504,8,1
428001,12456,9,1
428001,5212,10,1
428001,24830,11,1
428001,31717,12,1
428001,37385,13,1
428001,34126,14,1
428001,30830,15,1
428001,20588,16,1
428001,29051,17,1
428001,24009,18,1
428001,3767,19,0
428001,35646,20,0
428001,20383,21,1
428001,18232,22,1
428001,43908,23,1
428001,30505,24,1
428001,10369,25,1
428001,21775,26,1
428001,26717,27,1
428001,48697,28,1
428001,12193,29,1
428001,1416,30,1
428001,28826,31,0
428001,6721,32,0
428001,3638,33,0
428001,2452,34,0
428001,33884,35,0
428001,41665,36,1
428001,13535,37,0
428001,40706,38,1
428001,8518,39,1
428001,47209,40,1
428001,15455,41,1
428001,3627,42,0
428001,6292,43,0
428001,35939,44,1
428001,12118,45,0
428001,32429,46,1
428001,7010,47,0
428001,46667,48,0
428001,35838,49,0
428001,10385,50,1
428001,40342,51,0
428001,21903,52,0
428001,34824,53,1
428001,44359,54,1
428001,11199,55,0
428001,11072,56,0
428001,36389,57,0
428001,26483,58,0
428001,49383,59,0
428001,45264,60,1
428001,19048,61,0
428001,436,62,0
428001,29669,63,0
428001,26096,64,0
428001,21137,65,0
428001,260,66,0
428232,35921,1,1
428232,13176,2,1
428232,21137,3,1
428232,38383,4,1
428232,21344,5,0
428232,27966,6,1
428427,39275,1,1
428427,28985,2,0
428427,14992,3,1
428427,16797,4,1
428427,32854,5,1
428427,23413,6,1
428427,38400,7,1
428427,26872,8,1
428427,35581,9,0
428639,18201,1,0
428639,2566,2,0
428639,13021,3,0
428639,42117,4,0
428639,41650,5,0
428639,45531,6,1
428639,31268,7,1
428639,35601,8,0
430646,24852,1,1
430646,6187,2,0
430646,18339,3,0
430646,21701,4,0
430646,16859,5,0
430646,44319,6,0
430646,27801,7,0
430646,23347,8,1
430646,47144,9,1
430646,4240,10,0
430749,1463,1,1
430749,18362,2,1
430749,27086,3,1
430749,4920,4,1
431854,27384,1,0
431854,36004,2,0
431854,49610,3,1
431854,45441,4,1
431854,45748,5,1
431854,26857,6,1
431854,4311,7,1
431854,5077,8,1
431854,2109,9,1
431854,25312,10,0
431854,23287,11,0
432040,18564,1,1
432040,32864,2,0
432040,22993,3,1
432040,9554,4,1
432040,25817,5,1
432812,28915,1,1
434628,28985,1,1
434628,4920,2,1
434628,40604,3,0
434628,24852,4,1
434628,5578,5,0
434628,29974,6,0
434628,4605,7,0
434628,21010,8,0
434628,4589,9,0
434628,11520,10,0
434628,24964,11,1
434628,7041,12,0
434628,21783,13,0
434628,8710,14,0
434628,9033,15,0
434802,48043,1,1
434802,42342,2,1
434802,24024,3,1
434802,13176,4,1
434802,18382,5,1
434802,17807,6,1
434802,19660,7,1
434802,21137,8,1
434802,21903,9,1
434802,10132,10,0
434802,13802,11,1
434802,28038,12,1
434802,45664,13,0
434802,44910,14,1
435603,24852,1,1
435603,25837,2,1
435764,41556,1,1
435764,19982,2,1
435764,15902,3,0
435764,47209,4,0
435764,45453,5,1
435764,9366,6,1
435764,2180,7,1
435764,13629,8,0
435768,30387,1,1
435768,35782,2,1
435768,14473,3,1
435768,46642,4,1
435768,43967,5,1
435768,48946,6,1
435768,10255,7,1
435768,16948,8,1
435768,5710,9,0
435768,20137,10,0
435768,22452,11,0
435768,18222,12,0
437041,2726,1,1
437041,13166,2,1
437041,46899,3,1
437041,47626,4,1
437041,26209,5,1
437041,20682,6,1
437041,36086,7,1
437041,31299,8,1
437041,35181,9,1
437041,26634,10,1
437041,33021,11,1
437041,35193,12,1
437041,32156,13,1
437041,46226,14,1
437041,39055,15,1
437041,45698,16,1
437041,27695,17,1
437041,20788,18,1
437041,29628,19,1
437041,7736,20,1
437041,723,21,0
437041,12290,22,1
437041,46049,23,0
437041,39993,24,1
437145,10895,1,1
437145,11087,2,1
437145,11250,3,1
437145,48230,4,1
437954,11520,1,1
437954,47766,2,1
437954,49235,3,1
437954,24852,4,1
437954,21137,5,1
437954,9550,6,1
437954,43210,7,1
437954,34091,8,0
437954,17484,9,1
437954,25072,10,1
437954,22888,11,1
437954,5618,12,1
439272,24964,1,1
439272,47626,2,1
439272,34126,3,0
439272,39812,4,1
439272,25256,5,0
439477,43129,1,0
439477,5876,2,1
439477,34126,3,1
439477,28785,4,0
439477,25588,5,0
439477,13984,6,0
439477,40604,7,1
440384,13176,1,1
440384,15290,2,0
440384,2295,3,0
440384,12341,4,0
440384,21903,5,1
440384,28985,6,1
440384,8467,7,0
440384,8239,8,0
440384,8518,9,1
440384,22935,10,0
440384,48364,11,0
440384,27104,12,0
440384,24964,13,0
440384,8277,14,1
440384,41787,15,0
440384,19057,16,0
440384,44628,17,1
440384,2091,18,1
440384,3869,19,1
440384,45535,20,0
441702,41987,1,0
441702,41907,2,0
441702,12013,3,0
441702,5818,4,0
443227,17207,1,1
445784,46175,1,1
445784,45681,2,0
445784,26634,3,0
445784,32580,4,0
445784,1039,5,0
445784,10725,6,0
445784,35649,7,0
445791,8239,1,1
445791,17948,2,1
445791,248,3,1
445791,23216,4,1
445791,26131,5,1
445791,432,6,1
445791,33401,7,1
445791,21295,8,1
445791,26315,9,1
445791,42701,10,1
445791,6193,11,0
445791,38288,12,1
445791,21903,13,1
445791,17484,14,1
445791,33847,15,1
445900,3308,1,1
445900,27663,2,1
445900,13176,3,1
445900,39928,4,0
445900,44632,5,1
445900,44980,6,0
445900,12312,7,0
445900,18091,8,0
446296,17122,1,1
446296,16965,2,0
446296,21463,3,0
446296,47209,4,0
446296,25767,5,0
446296,32579,6,0
446296,1511,7,0
447700,41290,1,0
447700,16363,2,1
447700,6348,3,1
447700,25837,4,0
447700,33000,5,0
447700,44201,6,0
447700,45679,7,0
447700,32831,8,0
447970,19348,1,1
447970,29184,2,1
447970,20297,3,1
448754,6291,1,1
448754,29926,2,1
448754,21903,3,1
448754,17122,4,1
448754,2846,5,1
448754,3887,6,1
448754,40724,7,1
448773,5479,1,1
448773,7515,2,1
448773,12797,3,1
449406,22802,1,1
449406,6184,2,1
449406,26088,3,1
449406,1700,4,1
449483,6073,1,1
449483,30114,2,1
449483,21641,3,0
449483,30659,4,0
449483,13018,5,0
449483,1700,6,0
450817,29127,1,0
450817,40113,2,1
450817,32724,3,1
450817,9203,4,0
450817,21316,5,1
450817,21011,6,1
450817,44870,7,1
450817,19488,8,1
450817,18296,9,1
450817,33897,10,1
450817,27061,11,0
450817,6891,12,0
450817,39352,13,1
450817,25513,14,0
450817,6667,15,1
450817,33184,16,1
450817,44105,17,0
450817,27243,18,1
450817,26177,19,0
450817,37141,20,1
450817,37945,21,1
450817,24838,22,1
450817,43263,23,0
450817,46347,24,0
450817,37449,25,0
450817,12916,26,0
450817,14439,27,0
450817,6994,28,0
450817,28823,29,0
450817,44343,30,0
450817,5748,31,0
450817,32132,32,0
450817,41290,33,1
451330,28547,1,1
451330,43647,2,1
451330,13889,3,1
451330,45856,4,1
451330,18656,5,1
451330,43961,6,1
451711,26452,1,0
451711,17304,2,1
451711,20876,3,1
451711,24489,4,1
451711,47209,5,1
451711,33731,6,0
451711,13166,7,0
451711,22935,8,1
451711,35946,9,0
451711,41149,10,0
451711,49416,11,0
451711,42701,12,0
451711,34243,13,0
451711,32299,14,0
452441,20940,1,1
452441,13583,2,0
452441,27156,3,0
452984,20919,1,1
452984,47626,2,1
452984,32465,3,0
454330,38768,1,1
454330,6184,2,1
454330,3798,3,1
454330,14114,4,1
455035,20721,1,0
455035,13803,2,1
455035,35068,3,0
455035,28842,4,1
455035,25781,5,0
455035,33231,6,0
455035,48171,7,0
455035,30157,8,0
455035,4671,9,1
455035,44580,10,1
455035,40279,11,1
455035,11309,12,0
455035,10365,13,0
455035,45832,14,0
455035,8501,15,0
455035,28155,16,0
455035,46088,17,0
455775,42475,1,1
456185,47209,1,1
456185,27511,2,1
456185,4605,3,1
456185,11198,4,1
456185,11408,5,1
456185,330,6,0
456185,45842,7,0
456185,41950,8,1
456185,8518,9,1
456185,31717,10,1
456185,26209,11,1
457570,31340,1,1
457570,29874,2,0
457570,41996,3,0
457570,12974,4,0
457570,5237,5,0
457570,38637,6,0
457570,15273,7,0
457570,36229,8,0
457786,8559,1,1
457786,42224,2,0
457786,49397,3,0
457786,47501,4,0
457786,16262,5,1
457786,11182,6,1
457786,24852,7,1
457786,13974,8,0
457786,40261,9,0
457786,47990,10,0
460882,25332,1,1
460882,44098,2,0
460882,4920,3,0
460882,39561,4,0
460882,20082,5,0
460882,29594,6,0
460882,38557,7,0
460882,16350,8,0
460882,20169,9,0
460882,26634,10,1
460882,8089,11,0
460882,33731,12,0
460882,8277,13,1
460882,39715,14,0
460882,21626,15,1
460882,4792,16,0
460882,16570,17,1
460882,32139,18,0
460882,40706,19,1
460882,4562,20,0
460882,8518,21,1
460882,24964,22,1
460882,46313,23,1
460882,41959,24,0
460882,4952,25,1
460882,22491,26,1
460882,22832,27,1
460882,38777,28,0
460882,13176,29,1
460882,12756,30,1
460882,28883,31,0
460882,2450,32,0
460882,14575,33,0
460882,6328,34,0
461114,43154,1,1
461114,49235,2,1
461114,21938,3,0
461114,21616,4,0
461114,17794,5,0
461114,14127,6,0
461114,6187,7,0
461114,16185,8,1
461114,25843,9,0
461187,2110,1,1
461187,12431,2,1
461187,40199,3,1
461187,42633,4,1
461187,35142,5,1
461187,28767,6,1
461187,23081,7,0
461193,2855,1,1
461193,6348,2,1
461193,13380,3,1
461193,25623,4,1
461193,42265,5,1
461193,35522,6,0
461193,19019,7,0
461193,41198,8,0
461193,3255,9,1
461193,4656,10,1
461193,8277,11,0
461193,18352,12,0
461193,39747,13,0
461193,17828,14,0
461193,9339,15,0
461914,1503,1,1
461914,36011,2,1
461914,30024,3,1
461914,27900,4,1
461914,35769,5,0
461914,23765,6,1
461914,39427,7,0
461914,29487,8,1
461914,14491,9,0
461914,8912,10,0
461914,32018,11,0
461914,36070,12,0
461914,34217,13,1
462482,31605,1,1
462482,8929,2,0
462482,31801,3,0
462482,10514,4,0
462482,43662,5,0
462482,19271,6,0
462482,35522,7,0
463192,17316,1,1
463192,14947,2,1
463192,35221,3,0
463192,38609,4,0
463192,8076,5,0
463192,5025,6,1
463192,16797,7,1
463192,24830,8,0
463192,25890,9,1
463192,4605,10,1
463215,26165,1,1
463215,12916,2,1
463215,31869,3,1
463215,3585,4,0
463215,41339,5,0
463215,44910,6,0
463215,19057,7,0
463215,2581,8,0
463215,42183,9,0
463215,42342,10,1
463215,35503,11,1
463215,17872,12,0
463215,25511,13,0
463215,3599,14,0
463257,2228,1,0
463257,41972,2,0
463257,36127,3,1
463257,17462,4,1
463257,31737,5,1
466864,26949,1,1
466864,3957,2,1
466864,47492,3,1
466864,45603,4,1
466864,3143,5,1
466864,28476,6,1
466864,31553,7,1
466864,33294,8,1
469780,32303,1,1
469780,48697,2,1
469780,44449,3,1
469780,24135,4,0
469780,16797,5,1
469780,31805,6,1
469780,32689,7,1
469780,27757,8,0
469780,29223,9,1
469780,3798,10,0
471256,2361,1,1
471256,6081,2,0
471256,48821,3,0
471256,11494,4,1
471256,48299,5,0
471256,22672,6,0
471256,14197,7,1
471256,37307,8,0
471256,7509,9,0
471256,9186,10,0
472417,40146,1,1
472417,24852,2,1
472417,5818,3,1
472417,2078,4,1
472417,11777,5,1
472417,47977,6,1
472417,21938,7,1
472417,38051,8,1
472417,16797,9,1
472417,41658,10,1
472417,47890,11,1
472417,1882,12,0
472417,9839,13,1
472417,39576,14,0
474578,17924,1,1
474578,196,2,0
474578,8048,3,1
474578,21137,4,1
474578,21292,5,1
474578,13176,6,1
474578,30827,7,1
474578,37687,8,1
474578,31651,9,1
474578,13097,10,1
474578,35886,11,1
474578,24135,12,0
474578,40199,13,1
475324,3957,1,1
475324,36484,2,1
475324,12324,3,1
475324,6284,4,1
475324,27377,5,1
475324,3398,6,1
475324,8274,7,1
475324,23148,8,1
475324,7328,9,1
475324,1160,10,1
475324,34778,11,0
476328,11830,1,0
476328,4210,2,0
476887,34799,1,1
476887,43961,2,1
476887,5876,3,1
476887,20114,4,0
476887,30391,5,1
476887,38777,6,1
480184,30923,1,1
480184,49412,2,1
480184,2846,3,0
481964,47091,1,0
481964,4605,2,1
481964,34086,3,0
481964,38233,4,0
481964,5167,5,0
481964,16826,6,0
481964,28842,7,0
482516,49111,1,0
482516,6740,2,1
482516,13629,3,0
482516,18479,4,0
482516,29898,5,0
482685,12341,1,0
482685,17207,2,1
482685,41596,3,1
482685,33249,4,1
482685,44371,5,1
484245,44632,1,1
484245,26620,2,1
484245,2086,3,1
484245,5212,4,1
484245,23,5,1
484245,49371,6,0
484245,41510,7,0
484245,36735,8,0
484245,13512,9,0
484688,43352,1,1
484688,21195,2,0
484688,16797,3,0
485780,8475,1,1
485780,20114,2,1
485780,17294,3,1
485780,39408,4,0
485780,4875,5,0
485780,4091,6,0
485780,20119,7,0
485780,7860,8,1
485780,6244,9,0
485780,10108,10,0
485780,49358,11,0
485780,14897,12,0
485780,48746,13,0
488785,46990,1,1
488785,22935,2,1
488785,41213,3,1
488785,44359,4,1
488785,25466,5,1
488785,23288,6,1
488785,13176,7,1
488785,25808,8,1
488785,24964,9,1
489031,33122,1,1
489031,24142,2,0
489031,34640,3,0
489031,319,4,1
489031,35370,5,0
489031,5713,6,1
489031,41302,7,0
489031,26604,8,1
489031,14168,9,1
489031,7762,10,0
489031,31725,11,0
489031,23909,12,0
489031,23341,13,0
489031,25783,14,1
489031,16245,15,0
489031,928,16,0
489031,28931,17,0
489031,20014,18,1
490186,8471,1,1
490186,11512,2,1
490186,49235,3,1
490186,17678,4,1
490186,43772,5,1
490186,10453,6,1
490186,47157,7,1
490186,4778,8,1
490186,46145,9,1
490186,37672,10,0
490186,27246,11,0
490186,31915,12,0
490186,41468,13,0
490186,4317,14,0
490186,34675,15,1
490883,24838,1,1
490883,28204,2,1
490883,22888,3,1
490883,28476,4,1
490883,21903,5,1
490883,10163,6,1
490883,22035,7,1
490883,19019,8,1
490883,45,9,1
490883,36735,10,1
490883,28769,11,1
490883,39275,12,1
490883,23709,13,1
490883,24489,14,1
490883,38772,15,1
490883,3060,16,1
490883,44170,17,1
490883,18027,18,0
490883,28986,19,1
490883,42318,20,1
490883,9339,21,1
490883,20995,22,0
490883,22935,23,1
490883,45007,24,1
490883,41065,25,1
490883,5451,26,0
490883,10312,27,0
490883,11421,28,0
492459,19068,1,0
492459,5818,2,0
492459,12276,3,0
492459,11492,4,0
492459,20378,5,0
492459,28985,6,0
492459,245,7,0
492459,18779,8,0
492459,6072,9,0
492459,466,10,0
492459,46790,11,1
492459,18805,12,1
492459,14335,13,0
493475,21903,1,1
493475,26369,2,0
493475,16168,3,1
493475,45007,4,0
493475,28985,5,1
493849,47231,1,1
493849,37067,2,1
493849,10342,3,0
493849,36956,4,0
493849,12576,5,0
493849,45007,6,0
493849,12015,7,0
493849,46106,8,1
493849,42265,9,0
493849,13944,10,0
493849,19057,11,0
493849,18839,12,1
493849,32701,13,1
493849,27530,14,1
493849,42411,15,1
493849,28008,16,1
493849,25718,17,0
493849,47209,18,0
493849,13988,19,0
493849,39040,20,0
493849,32689,21,0
493849,20569,22,0
493849,49113,23,0
493849,9337,24,0
493849,46984,25,0
493849,38383,26,0
494327,9912,1,0
494327,397,2,0
494327,32700,3,0
494327,25144,4,0
494327,33026,5,0
494327,9829,6,0
494327,41787,7,0
496883,21351,1,1
496883,47504,2,1
496883,1582,3,1
496883,36130,4,1
496883,14901,5,1
496883,43295,6,1
496883,41351,7,1
496883,18792,8,1
496883,46435,9,1
496883,16704,10,1
496883,8744,11,1
496883,39900,12,1
496883,3666,13,1
496883,21137,14,1
496883,260,15,1
496950,19660,1,1
496950,47209,2,1
496950,5876,3,1
496950,24838,4,1
496950,22935,5,1
496950,44359,6,1
496950,24964,7,1
496950,36070,8,1
496950,38647,9,1
496950,24082,10,1
496950,36766,11,1
496950,17794,12,1
496950,13984,13,1
496950,47077,14,1
496950,37531,15,1
496950,29071,16,1
496950,17948,17,1
496950,15700,18,1
496950,29453,19,1
496950,8667,20,1
496950,25659,21,0
496950,22035,22,1
496950,27665,23,0
497663,34610,1,0
497663,21477,2,0
497663,9106,3,1
497663,7695,4,0
497663,42052,5,0
497663,24993,6,0
497663,1999,7,0
497663,44750,8,0
497663,31717,9,1
497783,10441,1,1
497814,432,1,0
497814,21709,2,0
497814,14947,3,1
497814,5450,4,0
497814,7673,5,1
497814,28985,6,0
497814,34243,7,0
497814,18840,8,0
497814,41149,9,0
497814,28918,10,0
497814,33401,11,0
497814,45007,12,0
497814,44419,13,0
497814,4920,14,0
497814,2050,15,0
497814,24852,16,0
497814,38164,17,0
500855,36070,1,1
500855,38185,2,1
500855,42372,3,1
500855,20632,4,1
500855,23854,5,1
500855,8638,6,0
500855,45103,7,0
500855,27407,8,1
500855,30721,9,1
500855,43907,10,1
501582,42447,1,1
503968,11090,1,1
503968,7131,2,1
503968,43352,3,0
503968,36865,4,0
503968,14870,5,1
503968,40001,6,0
503968,21387,7,0
503968,310,8,0
503968,42030,9,0
503968,12023,10,0
503968,4656,11,1
503968,41623,12,1
503968,7308,13,0
504064,13176,1,1
504064,21903,2,1
504064,23719,3,1
504064,17313,4,1
504629,13878,1,0
504629,21903,2,0
504629,46720,3,0
504629,34209,4,1
504629,37524,5,1
504629,43789,6,1
504629,27012,7,0
505497,19660,1,1
505497,24852,2,1
505497,432,3,1
505497,9839,4,1
505497,43086,5,1
505497,41950,6,1
505497,46979,7,1
505497,37646,8,1
505497,21903,9,0
505497,33120,10,1
505497,25,11,1
505497,4461,12,0
505497,4799,13,0
505497,40604,14,1
505497,32655,15,1
505497,24184,16,1
505497,32981,17,0
509434,38226,1,0
509434,7500,2,0
509989,1244,1,1
509989,38777,2,1
509989,19678,3,1
509989,43768,4,1
509989,30233,5,1
509989,22035,6,1
510280,38949,1,1
510280,19068,2,1
510280,21903,3,1
510280,31717,4,1
510280,7628,5,0
510280,33000,6,0
510758,10032,1,1
510758,26094,2,1
510758,25464,3,1
510758,22565,4,1
510758,4006,5,1
510758,15359,6,0
510773,5457,1,1
510773,47766,2,1
510773,24852,3,1
510773,10761,4,1
510773,33000,5,1
510773,2228,6,1
510773,1999,7,0
510773,22298,8,1
510773,38067,9,0
510773,8174,10,0
510773,8193,11,0
510773,20794,12,0
510773,48786,13,0
510773,47761,14,0
510773,1633,15,1
510773,29487,16,1
510773,14197,17,0
510773,15917,18,1
510773,3599,19,1
510773,5383,20,0
510859,46676,1,1
510859,23540,2,1
510999,34243,1,0
510999,49235,2,1
510999,38689,3,1
510999,47626,4,1
510999,42265,5,1
510999,21137,6,1
510999,43352,7,0
512334,22971,1,0
512334,17429,2,1
512334,45123,3,1
512334,28993,4,0
512334,3599,5,0
512334,45066,6,1
512334,4920,7,0
512334,38944,8,1
512334,2781,9,1
512334,39911,10,0
512343,28842,1,1
512343,26369,2,1
512343,16759,3,0
512343,40332,4,0
512447,32603,1,0
512447,7365,2,0
512447,32864,3,1
512447,21137,4,1
512447,5876,5,1
512447,36956,6,1
512447,36685,7,0
512447,42828,8,1
512447,14764,9,1
512447,5750,10,1
512447,12935,11,1
512447,2748,12,1
512447,22556,13,0
512447,31964,14,0
512447,30855,15,1
512447,46990,16,1
512447,8076,17,1
512447,8025,18,0
512447,36724,19,1
512447,23047,20,0
512447,6187,21,1
512447,12891,22,0
512447,28986,23,0
512447,34824,24,1
512447,7185,25,1
512447,38996,26,1
512447,27344,27,1
512447,31932,28,1
513619,13176,1,1
513619,8174,2,1
513619,26369,3,1
513619,27521,4,1
513619,39366,5,1
513619,15576,6,1
513619,39877,7,1
513619,10358,8,1
513619,37029,9,1
513619,27241,10,1
513619,48364,11,1
513619,39984,12,1
513619,15290,13,1
513619,36695,14,0
513619,36132,15,1
513619,29307,16,0
513619,23265,17,1
513619,7010,18,0
513619,13838,19,1
513619,26679,20,0
513619,48775,21,1
513619,16325,22,0
513619,49383,23,0
513619,39303,24,0
513619,17580,25,0
513619,11107,26,0
513619,10749,27,0
513619,31717,28,1
513619,34126,29,1
513619,44359,30,1
513619,31915,31,0
513619,260,32,0
513619,21137,33,0
513619,5578,34,0
513619,48679,35,1
514604,35507,1,1
514604,23892,2,0
514604,14895,3,0
514604,10340,4,0
514604,37553,5,0
514604,33129,6,0
514604,11759,7,0
514604,35473,8,0
514604,17167,9,0
514604,8475,10,1
514604,28842,11,1
514604,17794,12,0
514604,22935,13,0
514604,11265,14,0
514604,8193,15,0
514604,20868,16,0
515014,44359,1,1
515014,42736,2,0
515014,28278,3,0
515014,31343,4,1
515014,47209,5,0
515014,19057,6,0
515014,22935,7,1
515014,10749,8,1
515014,17721,9,1
518377,36011,1,0
518377,4986,2,0
518377,45210,3,0
518377,45946,4,0
518377,2716,5,0
518377,46347,6,0
518377,27903,7,0
518377,7781,8,0
518377,21616,9,0
518525,13838,1,0
518525,45948,2,1
518525,8277,3,1
518525,36550,4,0
518525,44201,5,1
518710,33055,1,1
518710,8174,2,1
518710,43122,3,1
518710,27925,4,1
518710,19057,5,1
518710,9534,6,1
518710,31915,7,1
519514,36591,1,0
519514,7644,2,1
519514,18441,3,0
519514,18118,4,0
519514,27199,5,0
519514,34329,6,0
521634,9225,1,1
521634,43712,2,1
521634,36076,3,0
521634,26373,4,1
521634,23183,5,1
521634,43183,6,1
521634,16021,7,1
521634,15969,8,1
521634,44042,9,1
521634,15097,10,0
521634,16410,11,0
521634,37867,12,1
522405,24925,1,1
522405,40706,2,1
522405,22890,3,1
522405,26604,4,1
522405,40281,5,1
522405,47141,6,1
522405,7925,7,0
522405,30721,8,0
522405,9327,9,0
522405,45664,10,0
522405,36086,11,0
522405,5337,12,0
524333,7485,1,1
524333,9051,2,1
524333,10768,3,1
524333,37947,4,1
524333,27104,5,1
524333,10912,6,1
524333,35750,7,1
524333,8424,8,1
524333,12745,9,1
524333,42585,10,1
524333,23236,11,1
524333,6361,12,1
524333,45143,13,1
524333,17652,14,1
524333,24852,15,1
524333,41787,16,1
524333,49683,17,1
524333,10173,18,1
524333,37687,19,1
524333,9092,20,1
524333,39928,21,1
524333,4942,22,1
524333,27845,23,1
524333,21709,24,1
524863,5785,1,1
524863,14398,2,1
524863,605,3,1
524863,23233,4,1
524863,42828,5,1
524863,43504,6,1
524863,26790,7,1
524863,30233,8,1
524863,13807,9,1
524863,22035,10,1
524863,12564,11,1
524863,47884,12,1
524863,33731,13,1
524905,24964,1,1
524905,39040,2,1
524905,10385,3,1
524905,40706,4,1
524905,28204,5,1
524905,42342,6,1
524905,2078,7,1
524905,22935,8,1
524905,14332,9,1
524905,23400,10,1
524905,9955,11,1
524905,47672,12,1
524905,33575,13,1
524905,40604,14,1
524905,11182,15,1
525192,12053,1,0
525192,47272,2,1
525192,37999,3,1
525192,13198,4,1
525192,43967,5,1
525192,40852,6,1
525192,17638,7,1
525192,29894,8,1
525192,45066,9,1
525771,13176,1,1
525771,12756,2,1
525771,27966,3,1
525771,21137,4,1
525771,48679,5,0
526858,10301,1,1
526858,35842,2,1
526858,2996,3,0
528034,43352,1,1
528034,7731,2,0
529548,15932,1,1
529548,34536,2,1
529548,15902,3,1
529548,6184,4,0
529548,44035,5,0
529548,46667,6,0
529548,13252,7,1
529548,25985,8,1
529548,21392,9,0
529548,33493,10,0
529548,7757,11,0
529548,46553,12,0
530177,18418,1,1
530177,41588,2,1
530177,32864,3,1
530177,19057,4,1
530177,45066,5,1
530177,30442,6,1
530177,21137,7,1
530177,1891,8,1
530177,5808,9,1
530177,21405,10,1
530177,36695,11,1
530177,8174,12,0
530177,4963,13,0
530177,41363,14,1
530177,27811,15,0
530221,13176,1,1
530221,7503,2,1
530221,14233,3,1
530221,40723,4,1
530221,21137,5,1
530221,45066,6,0
530221,32578,7,1
530341,34448,1,0
530341,47156,2,0
530341,21910,3,1
530341,13176,4,1
530341,40545,5,0
530341,2611,6,0
530588,42399,1,1
530588,43086,2,1
530588,33160,3,1
530588,38837,4,1
530588,39128,5,0
530588,24184,6,1
530588,17706,7,1
530588,48720,8,1
531078,10255,1,1
531078,36316,2,1
531078,47144,3,0
531078,3868,4,1
531078,28450,5,0
531078,34565,6,0
531078,43263,7,0
531078,18805,8,0
531345,31371,1,1
531345,43304,2,1
531345,32578,3,0
531345,27966,4,1
531345,39275,5,1
531345,2228,6,1
531345,26298,7,0
531345,20995,8,1
531345,3142,9,0
531345,8672,10,0
531345,11352,11,0
532196,228,1,1
532196,47866,2,0
532196,20011,3,0
532196,5473,4,0
533174,33228,1,0
533174,22071,2,0
533174,24669,3,0
533174,43967,4,0
533174,4085,5,0
533174,39921,6,0
533174,7469,7,0
533174,37611,8,0
536324,1463,1,1
536324,24852,2,1
536324,48041,3,1
536324,38250,4,0
536324,29640,5,0
536324,33136,6,0
536324,11679,7,0
536324,24848,8,1
536324,22699,9,1
536324,40457,10,1
536324,18523,11,0
537105,9047,1,0
537105,34688,2,1
537105,19513,3,0
537105,38274,4,1
537105,27695,5,1
537303,16443,1,1
537303,38876,2,1
537303,26835,3,0
537303,1263,4,0
537303,32784,5,0
537303,34027,6,1
537303,44475,7,1
537303,43195,8,1
537303,36005,9,1
537303,47525,10,0
537303,14114,11,0
537303,34360,12,0
537303,16797,13,1
537303,18325,14,1
537303,26,15,1
537303,31747,16,1
537303,44847,17,1
537303,1536,18,1
537303,32748,19,0
537303,33138,20,0
537303,5938,21,0
537303,49587,22,1
537303,14492,23,1
537303,35956,24,1
537303,10084,25,1
537303,28472,26,1
537303,30744,27,1
537303,38054,28,1
537303,20955,29,0
537303,37229,30,0
539212,26115,1,1
539212,22802,2,1
539240,907,1,1
539240,12427,2,1
539369,8859,1,1
539369,1884,2,0
539369,38371,3,0
539369,21050,4,1
540284,13870,1,0
540284,40691,2,1
540284,20339,3,1
540284,14371,4,0
540284,46681,5,1
540284,35688,6,1
540476,24852,1,1
540476,11712,2,1
540476,37825,3,1
540476,2295,4,1
540476,5876,5,1
540476,36929,6,0
540476,21872,7,1
540476,39430,8,1
540476,15995,9,1
540476,36606,10,0
540476,15613,11,1
540476,29662,12,0
540476,17872,13,1
540476,41540,14,1
541039,47766,1,1
541039,27845,2,1
541039,22825,3,1
541039,24852,4,1
541039,40310,5,1
541039,44632,6,1
541039,26604,7,1
541039,37646,8,1
541039,311,9,1
541039,15950,10,1
541039,21267,11,1
541039,17872,12,1
541039,39275,13,1
541039,13500,14,1
541039,42736,15,1
541039,38772,16,1
541039,46997,17,1
541039,5456,18,1
541039,17300,19,0
541039,28891,20,0
543294,39408,1,1
543294,17616,2,1
543294,32700,3,1
543294,33651,4,1
543294,15872,5,1
543294,14659,6,1
543294,23258,7,1
543688,12218,1,1
543688,31562,2,1
543688,16797,3,1
543688,36086,4,1
543688,41406,5,0
544314,29837,1,1
544314,7503,2,0
544314,21903,3,0
544314,42265,4,1
544314,38996,5,0
544314,4853,6,0
545065,40852,1,1
545065,43352,2,1
545065,24852,3,1
545065,40009,4,1
545065,43713,5,0
545065,9871,6,1
545065,41658,7,1
545704,30480,1,0
545704,20255,2,0
545704,42719,3,1
545704,42768,4,0
545704,7746,5,0
545704,23054,6,0
545704,46294,7,0
545704,7628,8,0
545704,5450,9,0
545704,34358,10,0
545704,45819,11,0
545704,8671,12,0
545704,11837,13,1
545704,13791,14,0
545704,41570,15,0
545704,31553,16,0
545704,21387,17,0
545704,11295,18,0
545704,26165,19,0
545704,37188,20,0
545704,20520,21,0
545704,31717,22,0
545704,8518,23,0
545704,24852,24,1
547273,21417,1,1
547273,9060,2,0
547273,8859,3,0
547273,45007,4,1
547273,34339,5,0
547273,25842,6,0
547273,17331,7,0
548842,13176,1,1
552695,19887,1,1
552695,22802,2,1
553676,45007,1,1
553676,30391,2,0
553676,47209,3,0
